gene_id	ERR883767_1	ERR883768_1	ERR883769_1	ERR883770_1	ERR883771_1	ERR883772_1
LOC105666656	28372	25317	18938	1	0	0
LOC110120030	12	15	19	3	2	1
LOC100646013	193	180	194	170	169	172
TRNAS-CGA-3	0	0	1	0	0	0
LOC100649357	0	0	0	42596	27155	30892
LOC105666655	0	2	31	58889	42030	37445
LOC100645895	3692	3510	3858	3619	2008	2562
LOC100649121	1388	1299	1593	1151	824	709
LOC100649238	205	170	250	155	96	119
LOC100649006	295	278	313	167	132	130
LOC105666676	151	128	153	70	69	47
LOC100645779	4062	3720	2941	344	138	198
LOC105666675	213	210	351	93	90	131
LOC105666654	37	22	54	93	44	100
LOC110120015	395	243	202	16	18	12
LOC105666653	170	115	122	38	31	30
LOC105666652	64	60	41	1	1	1
LOC100648378	2232	1967	1997	1461	934	1140
LOC110120016	8	9	7	7	9	25
LOC100648580	3225	3772	3656	9840	8271	4706
LOC100645543	3422	3481	4503	4340	3202	2761
LOC100648187	1117	1063	1266	1355	789	538
LOC100648074	2857	2800	2474	2340	1642	1636
LOC100647879	1567	1538	1141	64	34	64
LOC110120026	906	775	351	1024	692	1608
LOC100631084	59604	53498	68564	33812	21704	24833
LOC100647642	1032	853	1205	1316	752	1148
LOC100645426	7	6	8	36	39	37
LOC100647322	4	5	5	10	6	9
LOC100647044	1017	796	1090	1209	849	1082
LOC100646807	528	380	812	1270	851	746
LOC100646928	2061	1873	2307	2397	1837	1860
LOC100646608	1739	1696	1905	2828	1754	2094
LOC100645304	68	65	64	248	154	146
LOC110120031	3	3	1	28	23	10
LOC100646489	778	579	463	143	89	162
LOC110120032	5	8	3	42	22	72
LOC100646246	182	95	254	2511	1270	1777
LOC110120021	2	2	0	5	2	3
LOC100646129	269	259	324	1208	910	1400
LOC100646012	1863	1621	2174	4862	4843	4907
LOC100645178	1182	1153	1342	1381	950	1142
LOC105666647	66	56	57	44	25	47
LOC105666648	2058	1764	1717	889	670	661
LOC100645065	22	34	35	65	46	59
LOC100645697	1542	1383	1872	2298	1862	1547
LOC100645815	638	653	732	1040	556	742
LOC100645507	18	21	12	13	11	13
LOC100645425	36	26	53	11	6	5
LOC100644743	476	316	337	667	586	303
LOC100645029	111	73	130	81	78	116
LOC100644625	569	499	600	556	488	299
LOC100644420	1050	899	1082	1358	1128	977
LOC100644108	2521	2618	2923	3355	2749	3480
LOC100643670	707	640	678	439	286	288
LOC100644312	294	256	223	78	33	62
LOC100643990	303	268	257	195	118	193
LOC100643866	1546	1379	1490	689	533	518
LOC100643223	796	721	836	535	382	428
LOC100643428	213	214	204	174	122	209
LOC100643102	2077	1801	1621	331	248	184
LOC100642981	109	108	104	39	38	43
LOC100644948	172	159	168	160	88	149
LOC100642865	757	689	585	565	364	470
LOC100642544	4603	3646	5557	2692	1697	2463
LOC100642307	609	606	633	552	426	353
LOC100642426	1017	1013	1297	1331	781	910
LOC100652330	366	336	451	548	312	477
LOC100652213	1135	1013	1393	2167	1491	1843
LOC100652095	1933	1860	1902	1307	753	940
LOC100644828	1629	1549	1853	1024	794	563
LOC105666643	833	702	719	1089	670	761
LOC100651975	1790	1463	1855	4020	3249	2956
LOC100651739	272	268	311	356	252	409
LOC100651859	651	564	686	590	406	482
LOC100651623	406	433	475	514	377	389
LOC100644703	757	648	438	43	30	52
LOC100651390	272	237	216	13	10	2
LOC100651506	739	686	720	442	332	433
LOC100651145	1162	1004	1013	989	738	1020
LOC110120027	22	17	27	13	7	15
LOC100651025	106	113	115	366	214	173
LOC100650909	11	17	19	25	21	38
LOC100650704	1871	1691	1998	14802	12519	6554
LOC100650505	296	321	416	480	258	424
LOC100650381	1472	1385	1302	909	508	521
LOC105666642	1632	1382	1651	1702	1119	1257
LOC100644465	230	204	203	342	266	307
LOC100650260	1292	1166	1220	770	493	598
LOC100650018	1325	1283	1131	457	322	321
LOC100650134	2885	2619	3155	2751	2271	2145
LOC100649788	1439	1403	1221	179	123	138
LOC100651507	823	754	812	1097	804	730
LOC100651391	180	211	264	345	306	335
LOC100649518	0	0	2	1	2	1
LOC100644349	262	303	237	155	104	155
LOC100651269	0	0	0	0	0	0
LOC100650911	1179	1173	1265	264	244	319
LOC100644230	1400	1368	1194	519	379	424
LOC100650796	514	466	427	288	194	212
LOC100651146	511	432	515	404	330	330
LOC100650546	422	397	531	336	278	286
LOC100644109	628	554	672	796	521	597
LOC100650305	129	166	145	218	114	204
LOC100650423	3220	3086	2857	1352	959	915
LOC100650180	706	664	465	344	267	326
LOC100650060	1064	1007	1005	756	630	579
LOC100649862	2333	2076	2763	5892	4911	4453
LOC100649642	288	340	360	604	310	497
LOC100643991	3745	3577	4269	3389	2766	2787
LOC100648727	210	227	261	348	211	355
LOC105666641	835	794	790	670	500	681
LOC100648918	802	805	704	734	530	655
LOC100649156	718	621	643	323	220	279
LOC100649519	3	6	6	31	16	21
LOC100648612	20	17	20	11	3	13
LOC100649038	517	536	561	674	512	517
LOC100643867	903	878	1063	674	582	541
LOC100648492	3195	2869	2341	435	330	293
LOC100643748	189	178	213	233	142	143
LOC100643506	375	393	455	364	227	201
LOC100647443	845	837	724	304	195	200
LOC100643385	687	647	556	375	325	296
LOC100645659	521	565	618	443	311	344
LOC100644583	1261	1155	1172	495	373	349
LOC100643019	1137	1013	1003	683	489	585
LOC110120029	160	159	85	17	11	18
LOC100651586	2483	1349	2529	1591	1770	1185
LOC100642230	532	436	597	1116	986	854
LOC100650795	1150	1081	1042	449	385	425
LOC100649603	116	134	112	208	146	160
LOC100648695	801	711	604	471	307	382
LOC100646366	2127	1933	2344	1898	1464	1545
LOC100649716	1111	1035	992	527	355	405
LOC100643262	36	41	20	74	25	59
LOC100651268	5843	5411	6299	1069	1145	674
LOC100647680	1132	1015	1054	610	424	406
LOC100649752	262	279	316	630	341	640
LOC100649904	3862	3602	4422	2329	2135	1754
TRNAS-UGA-2	0	1	0	0	0	0
LOC100645224	1837	1547	2066	1253	1170	1236
LOC100651027	555	515	580	611	463	584
LOC100644350	158	170	178	161	80	202
LOC105666709	20	20	6	0	0	0
LOC100651423	792	677	894	1252	857	1029
LOC110120050	64	64	67	81	59	63
LOC100644110	1296	1192	800	860	470	758
LOC100645268	912	798	831	1074	812	1011
LOC100652178	1378	1262	1222	717	470	558
LOC100643181	3056	2114	3614	2864	2017	2208
LOC100644384	397	312	429	328	268	245
LOC100645966	5	2	4	73	51	72
LOC100647003	228	203	229	497	338	385
LOC100649717	883	804	862	880	572	636
LOC100649978	116	84	155	96	64	155
LOC100648346	3442	3104	4479	824	676	591
LOC100651178	476	477	619	1989	1431	1655
LOC110120068	3	1	5	11	4	10
LOC105666679	727	582	598	553	415	489
LOC110120051	1	1	0	0	0	0
LOC110120049	10	8	6	1	0	0
LOC100652143	54	49	117	93	36	91
LOC100642268	15	10	23	15	4	1
LOC110120069	0	0	0	0	0	0
LOC110119149	53	76	68	85	89	89
LOC110120065	0	0	1	0	0	0
LOC100631082	4444	3660	2694	646	414	375
LOC110120064	928	688	602	319	236	222
LOC110120058	26	38	36	0	0	1
LOC105666680	267	249	171	29	7	65
LOC100650225	119	88	62	0	0	0
LOC100643224	90	98	145	333	240	172
LOC110120055	15	10	15	13	10	20
LOC110120054	3	9	33	30	6	18
LOC105666681	2	5	5	5	3	5
LOC110120053	1	0	1	0	0	5
LOC100642982	664	614	856	75	68	84
LOC105666682	10	5	23	3	1	2
LOC105666683	110	115	218	2	0	2
LOC105666684	77	106	85	6	6	9
LOC100643468	19	30	51	1	5	7
LOC110120057	2	2	2	1	0	1
LOC100650346	2968	2374	1776	0	0	3
LOC105666685	3	5	7	0	0	0
LOC105666686	350	330	217	0	0	0
LOC110120056	27	15	14	0	0	0
LOC105666687	63	46	24	0	0	0
LOC100643103	156	164	83	8	6	12
LOC105666688	118	110	54	10	15	8
LOC105666689	96	122	56	0	1	1
LOC100643550	112	113	122	112	48	66
LOC105666692	56	49	114	54	23	28
LOC110120066	37	37	57	6	5	2
LOC105666691	28	19	26	5	2	7
LOC105666690	72	82	112	13	7	2
LOC110120067	2	0	3	2	1	5
LOC100643789	559	515	535	315	245	203
LOC100643916	799	702	909	1249	801	963
LOC100644231	306	290	472	535	329	380
LOC100650463	872	745	618	105	70	81
LOC100644466	794	780	1038	1119	610	988
LOC100644584	42	51	28	31	14	38
LOC105666710	9	7	5	11	7	9
LOC100650582	3596	3844	4363	4144	3453	3514
LOC100650705	3044	2833	1521	26	25	21
LOC105666694	311	325	163	1	1	4
LOC100644705	166	199	201	144	95	97
LOC110120063	28	19	24	14	11	6
LOC100645030	745	629	762	768	551	595
LOC100644830	456	447	519	377	247	239
LOC100645145	2570	2421	2427	1085	781	842
LOC100651821	741	730	921	1217	947	840
LOC100651939	15	11	14	46	35	57
LOC105666696	359	274	409	164	153	89
LOC100645473	1141	1025	959	720	471	648
LOC100645780	17386	14333	17972	15755	11294	12837
LOC100651624	1846	1545	2001	5204	3901	3641
LOC100646082	402	356	362	328	231	215
LOC105666697	505	486	473	408	299	360
LOC100645896	247	222	219	315	190	256
LOC100652061	2222	1956	2251	2458	1547	1705
LOC100650826	226	225	257	140	136	97
LOC100642267	754	572	870	638	456	510
LOC100652298	2249	2114	2561	2773	2363	2632
LOC100642507	287	310	236	107	70	83
LOC100642388	717	658	881	886	677	780
LOC100642823	1123	1160	948	274	185	182
LOC100643063	1040	940	1549	1467	1088	1126
LOC100650940	2173	2167	1865	1920	985	1185
LOC100642944	671	566	674	689	583	490
LOC100642623	3196	2631	3435	1335	1088	1070
LOC100643306	2580	2277	1676	192	107	186
LOC100643429	476	500	508	263	128	181
LOC100643549	634	541	526	305	188	216
LOC100643671	22	23	28	33	45	26
LOC105666699	9	8	5	3	5	2
LOC105666698	0	2	0	0	1	0
LOC100651056	229	202	171	203	75	147
LOC100643788	479	450	545	580	246	213
LOC100643915	436	420	385	268	147	194
LOC100644041	15	14	16	10	5	10
LOC100644154	1965	2193	2261	2627	1528	1856
LOC100644274	1142	1068	920	244	158	169
LOC100644704	780	727	866	464	329	322
LOC100644505	303	333	457	557	513	413
LOC110120046	6	2	3	1	3	1
LOC100644829	795	739	827	780	539	529
LOC100644949	673	492	701	676	570	476
LOC100645066	623	602	676	545	395	424
LOC100645472	660	574	753	832	523	539
LOC100645354	5229	4653	5230	3529	2221	2932
LOC100645580	1034	930	1039	1012	748	907
LOC100645852	448	466	471	385	219	215
LOC100651302	476	488	438	302	171	228
LOC100645732	1746	1643	1790	1219	717	789
LOC100646081	489	484	445	337	179	242
LOC100651543	9	18	9	35	28	34
LOC100646321	415	388	400	430	251	255
LOC100651661	2552	2387	2462	1936	1176	1568
LOC100646204	1430	1137	1107	505	384	396
LOC100646443	1078	859	967	951	708	834
LOC100646639	27	39	50	84	71	82
LOC105666700	18	21	19	31	18	35
LOC100646759	404	455	545	437	257	361
LOC100647124	1445	1255	1589	1108	824	834
LOC100646883	538	471	609	553	430	441
LOC100647243	411	366	376	284	211	256
LOC105666704	29	40	44	6	6	4
LOC110120070	7	13	3	23	11	14
LOC110120060	183	136	209	127	64	83
LOC100647596	57	128	294	583	515	372
LOC100647826	591	503	728	216	298	181
LOC105666702	149	216	181	155	60	143
LOC105666711	256	229	192	37	33	39
LOC110120061	10	6	31	4	5	0
LOC110120059	0	0	0	0	0	0
LOC100647709	1327	1135	626	0	1	2
LOC110120062	4	9	7	0	0	0
LOC105666701	36	47	51	2	0	1
LOC100647482	828	689	570	170	140	131
LOC100647361	1593	1540	1310	685	387	547
LOC100648465	2535	2321	2435	1576	1293	1553
LOC110120071	1133	843	1199	569	315	549
LOC100648581	662	526	635	721	404	653
LOC100648038	2721	2444	2865	2469	1741	1844
LOC105666705	36	35	36	22	18	12
LOC100648231	587	517	399	95	90	69
LOC100648919	203	185	144	88	39	59
LOC100649039	55	52	43	52	43	39
LOC105666707	39	34	29	2	5	1
LOC105666708	21	12	13	0	1	0
LOC100649157	1305	1058	1110	1312	948	594
LOC100649358	277	132	273	183	127	25
LOC110120072	2	4	6	4	3	5
LOC100649479	574	380	555	1134	1078	932
LOC100649604	335	292	422	695	294	617
LOC100649830	19	38	24	87	26	77
LOC100651901	775	819	1601	1552	1913	436
LOC110120039	394	501	815	1037	596	760
LOC110120042	407	318	371	12	5	4
LOC110120044	8	5	13	6	3	1
LOC105666712	175	174	63	5	2	2
LOC110120041	0	3	3	1	0	2
LOC110120043	30	31	17	1	0	0
LOC100646444	115	140	169	330	187	267
LOC110120045	6	8	9	2	3	1
LOC110120040	4	9	6	11	6	3
LOC100646205	139	113	210	253	182	263
LOC100646566	357	440	313	407	260	391
LOC105665642	3145	3371	2736	4533	3556	4139
LOC100646322	1281	1138	863	300	221	199
LOC105666713	234	248	196	528	385	485
LOC100646687	28233	13468	55716	26058	28693	24551
LOC105666716	43	31	18	1	0	0
LOC110120052	5	5	2	0	0	0
LOC105666717	4	2	0	0	0	0
LOC110120048	89	103	49	19	5	11
LOC110120047	391	510	312	0	1	3
LOC100649073	446	392	475	431	207	261
LOC100648188	807	781	909	964	669	761
LOC100649193	1296	1292	1160	814	565	516
LOC100649313	2072	1885	2690	8320	7344	5938
LOC100648728	16	22	48	162	122	170
LOC110120073	0	1	1	2	1	1
LOC100647279	1118	1187	970	930	561	678
LOC100647398	887	928	984	864	495	714
LOC100647521	4099	3876	4732	5059	3962	3608
LOC100647710	1412	1276	1291	531	347	389
LOC100647827	740	718	1066	1772	1756	1704
LOC100648842	894	884	911	1460	800	728
LOC100647947	1493	1394	1700	1814	1348	1261
LOC100648075	315	332	242	99	69	65
LOC100648958	554	520	622	498	273	295
LOC105666718	1	1	1	1	1	5
LOC100648380	4433	4593	4485	4261	2350	2756
LOC100648493	1429	1624	1601	2187	1227	1331
LOC100648613	2271	2125	2929	3017	2238	2637
LOC100649430	270	234	295	200	83	166
LOC110120076	21	8	30	12	14	6
LOC100649554	349	313	443	440	458	347
LOC110120075	71	73	53	55	35	41
LOC100649673	1272	1129	1340	981	702	621
LOC100649863	9612	8520	6911	1743	1226	1435
LOC100649979	770	754	1032	2073	1417	1709
LOC100650226	164	173	191	219	149	112
LOC100650101	75	79	92	74	50	51
LOC100650347	722	584	848	691	611	581
LOC110120077	433	403	475	437	330	228
LOC100652097	6899	5460	8564	2558	1946	908
LOC100650583	307	278	307	395	214	236
LOC100650827	174	163	254	859	516	453
LOC100650706	1180	1148	1056	465	312	404
LOC100650941	155	163	120	25	10	24
LOC100651057	1337	1052	1463	1255	901	778
LOC100651780	1981	1664	2484	11591	9155	8623
LOC100651662	232	201	171	64	33	36
LOC100652214	105	72	61	40	27	28
LOC110120078	426	380	319	201	119	180
LOC100651424	867	873	770	498	392	274
LOC100651544	6368	5397	7173	5455	2542	4732
LOC105666721	191	194	268	816	391	553
LOC100651303	1883	1650	1802	1327	931	1345
LOC110120079	5	5	7	8	13	11
LOC110120080	2	5	11	12	7	5
LOC100651179	1407	1308	1160	1005	703	980
LOC100651902	9990	8803	9633	4317	3058	3735
LOC110120081	186	141	93	0	0	0
LOC110120082	6	45	243	81	9	2
LOC110120083	1	0	0	0	2	0
LOC105666724	0	0	0	0	0	0
LOC105666725	0	0	0	0	0	0
LOC105666726	1	0	0	0	0	0
LOC100642427	0	0	0	0	0	0
LOC105666727	10	8	16	18	8	14
LOC105666728	1	2	0	1	1	1
LOC105666729	4	6	5	2	1	2
LOC105666730	2106	1952	1305	0	0	0
LOC100642546	2260	2148	1458	0	0	0
LOC100642667	16	11	4	2192	1953	1909
LOC105666733	3738	3519	3060	68	32	56
LOC100642906	17679	17299	14083	379	295	642
LOC100643020	3857	1823	5213	9463	6707	6359
LOC105666734	2272	2205	1823	13	10	14
LOC100643263	393	388	538	704	400	379
LOC100647643	1098	1030	1118	1063	657	773
LOC100646610	7256	6203	8443	7764	3778	6215
LOC100645392	617	550	653	478	368	475
LOC100643386	13	21	20	32	13	38
LOC100643507	41	28	61	103	102	123
LOC110120086	10	9	18	21	25	23
LOC100644467	547	510	539	363	285	273
LOC100643749	4264	4045	4563	4338	3939	2979
LOC110120087	56	66	73	66	42	28
LOC100644831	1055	995	1300	614	472	353
LOC105666735	172	167	215	34	29	18
TRNAR-CCU-3	0	0	0	0	0	0
LOC100645031	669	621	677	405	262	259
LOC110120084	0	0	0	1	0	1
LOC100645269	1003	840	810	296	226	213
LOC100645146	433	386	419	342	259	290
LOC100645581	626	595	537	388	292	334
LOC100645816	584	567	497	295	219	205
LOC105666736	495	510	599	235	223	180
LOC100645698	1095	991	1143	665	517	510
LOC100643632	394	371	473	320	200	174
LOC100645931	14682	15274	14896	14085	9615	8828
LOC110119182	63	61	79	31	21	33
LOC100646163	806	784	866	590	448	451
LOC100646276	10	15	19	27	13	25
LOC105666737	147	134	215	140	77	99
LOC100646046	973	950	1060	1012	644	655
LOC100646394	832	705	848	499	347	382
LOC100646929	267	260	255	118	81	129
LOC105666738	190	199	188	435	227	239
LOC100643868	167	146	181	534	292	493
LOC100647046	434	339	545	912	723	533
LOC100646808	251	303	266	177	97	140
LOC100647399	291	288	310	372	254	208
LOC100647280	887	874	837	658	408	517
LOC100647522	979	797	1046	1132	856	1033
LOC105666739	523	414	378	298	255	247
LOC100647756	126	101	112	131	100	84
LOC100647880	98	131	139	361	223	401
LOC100644111	5	3	3	27	12	26
LOC110120088	0	0	0	48	11	43
LOC100648000	40132	35341	42258	26534	20181	16954
LOC100648347	5272	4661	4645	2190	1562	1867
LOC100648466	573	559	624	398	271	302
LOC100648582	899	751	795	824	564	571
LOC100648696	868	846	889	869	590	601
LOC100648806	722	657	764	422	297	311
LOC100648920	1280	1107	1551	907	629	890
LOC100649158	585	565	545	600	434	483
LOC100649040	1362	1199	1592	2179	1595	1918
LOC100649278	1210	1054	1535	1280	1147	879
LOC100644232	17	8	6	19	40	28
LOC110120085	3	0	4	4	12	16
LOC100643141	1121	968	1182	969	594	633
LOC100644585	94	90	71	8	5	5
LOC105666741	11	2	10	10	10	22
LOC100650348	876	813	928	1250	1135	1103
LOC100650465	1363	1181	906	723	654	689
LOC100650584	1072	1122	1180	1015	667	873
LOC100650707	758	717	711	774	584	557
LOC100650828	470	468	508	610	279	436
LOC100650942	4822	4592	4441	2747	2174	2249
LOC100651058	819	592	736	563	429	335
LOC100649643	475	463	354	88	77	116
LOC100649520	88	57	117	55	51	63
LOC100651180	517	491	351	61	44	59
LOC100651304	1871	1871	1198	69	54	44
LOC100651425	1196	957	1139	2921	2058	2461
LOC110120090	15	5	1	1	0	0
LOC100651625	212	192	201	129	52	131
LOC100651860	1048	943	1202	1015	696	746
LOC100651740	870	881	919	698	478	616
LOC100649753	324	329	355	320	223	267
LOC100652062	455	372	401	262	219	162
LOC100652179	1283	1286	1394	1281	987	909
LOC100649864	137	94	93	19	17	9
LOC100652299	521	541	421	222	94	145
LOC100649980	382	366	419	295	230	202
LOC100649398	767	635	950	2761	1812	1992
LOC100642269	254	119	99	47	35	85
LOC110120092	66	67	58	64	53	73
fem	254	268	306	459	340	530
LOC110120091	5	5	6	15	10	10
LOC100642389	3415	3107	3543	5052	3302	4320
LOC100644194	4711	4488	7174	25055	23749	16831
LOC100642589	10	11	8	61	29	74
LOC110120094	4	2	2	10	11	2
LOC100642710	47	32	56	162	133	58
LOC100642825	432	392	342	496	354	409
LOC100643021	370	327	410	448	314	301
LOC105666743	17	23	21	44	26	28
LOC100643142	169	194	210	253	139	219
LOC100643264	46	28	57	109	75	82
LOC100643831	1511	1485	1430	1306	905	833
LOC100643958	1136	1102	1166	754	498	427
LOC100643387	55	49	19	48	18	82
LOC105666744	28	33	13	2	2	0
LOC110120093	29	19	22	35	37	58
LOC100643508	439	434	544	432	391	313
LOC100643716	407	390	467	173	153	117
LOC100644313	158	146	90	46	20	59
LOC110120096	17	16	6	0	0	2
LOC100645147	116	74	132	5242	3464	6119
LOC105666746	104	69	60	16	12	13
LOC100645270	400	397	398	566	325	545
LOC110120097	1	2	2	0	0	1
LOC100645393	787	734	637	397	318	250
LOC100645699	1006	914	1300	1817	1547	1522
LOC100645508	863	770	875	613	459	510
LOC100644421	666	688	629	729	416	700
LOC105666747	2880	2451	2715	1575	1111	1398
LOC100645897	933	847	842	608	400	449
LOC100644538	26	36	23	23	16	26
LOC100646567	1694	1528	1497	663	529	747
LOC100646206	1209	1232	1368	1272	980	845
LOC100646930	183	202	204	63	17	71
LOC100646688	41	30	45	32	19	16
LOC100646445	1714	1582	2118	3886	2674	1810
LOC110120098	15	11	10	24	16	18
LOC100646083	921	826	811	784	553	416
LOC100646323	440	420	375	211	152	149
LOC110120095	58	45	29	0	0	0
LOC100644661	21	14	14	39	41	30
LOC100647004	667	588	527	358	255	300
LOC100647205	115	92	82	10	1	5
LOC110120099	19	25	16	12	13	10
LOC100647400	12	9	8	0	0	0
LOC100647523	6	5	7	1	3	0
LOC100647644	17	17	6	620	2025	158
LOC100648001	688	616	478	491	374	224
LOC100648076	281	245	231	115	66	48
LOC100648189	321	287	324	194	185	231
LOC100648303	20	16	7	145	432	36
LOC105666750	352	233	312	0	0	0
LOC105666751	127	101	58	1	1	0
LOC100648418	23	11	19	11	1	8
LOC110120100	676	629	810	1690	1073	940
LOC100648659	49	35	45	19	8	16
LOC100648772	766	699	697	510	349	473
LOC100648886	1854	1754	2171	1431	1607	1147
LOC100649007	200	192	158	23	4	3
LOC105666754	3	1	1	0	0	1
LOC100649239	904	880	787	44	49	39
LOC110120101	89	69	29	1	81	3
LOC100649480	20	24	27	23	19	20
LOC110120102	3	0	2	2	4	3
LOC100649718	2	2	2	2	0	0
LOC100649831	42212	28937	33060	43365	38456	23328
LOC100649949	194	134	164	267	166	73
LOC105666755	1	0	8	4	0	5
LOC100650061	2251	2230	2694	1677	1335	1394
LOC110120103	158	115	84	70	37	62
LOC100649008	997	831	1304	1030	963	906
LOC100646277	619	519	692	936	847	1042
LOC100649399	806	802	1276	848	956	438
LOC100650506	952	878	1103	1346	895	988
LOC100651822	543	521	587	659	590	382
LOC100650306	1346	1196	1097	408	313	308
LOC100651426	345	338	413	586	413	354
LOC100646884	307	250	282	122	69	123
LOC100646084	395	336	283	345	321	299
LOC100642270	1511	1362	1187	1062	883	1206
LOC100644867	4506	3638	3362	580	724	408
LOC100645853	307	307	255	84	67	98
LOC100647948	7611	8192	8763	19664	12557	18568
LOC110120105	8	7	5	12	4	15
LOC110120104	10	14	16	31	9	40
LOC100645967	656	476	533	403	356	372
LOC105666757	24	20	15	20	19	26
LOC100648077	243	224	265	475	248	569
LOC100648190	1268	1108	1471	1968	1230	1608
LOC100648304	387	366	382	83	66	184
LOC105666760	7	3	7	0	1	0
LOC105666759	10	11	6	1	2	6
LOC100648773	877	820	901	167	128	102
LOC100648887	1666	1461	1097	280	249	204
LOC100649279	644	551	560	395	249	297
LOC100646395	637	567	473	157	128	120
LOC100649521	541	550	550	327	252	266
LOC100646521	48	26	37	68	53	76
LOC100649644	1236	1128	1307	1073	783	901
LOC100649754	41	37	48	144	100	203
LOC100649865	8	4	2	3	12	5
LOC100649981	801	989	1065	1395	807	1000
LOC100650623	523	491	632	307	203	183
LOC100650382	301	314	284	204	116	150
LOC100650182	1736	1396	1947	1773	1237	1503
LOC100650865	124	146	136	200	155	163
LOC100650747	1066	985	924	656	380	411
LOC100650985	1781	1544	1961	1374	965	1111
LOC105666761	764	644	437	2	0	3
LOC100651106	102	87	89	53	40	52
LOC110120108	3	4	0	3	0	0
LOC100651228	360	301	169	18	13	25
LOC105666762	91	89	123	162	91	245
LOC100651350	23	22	41	195	122	211
LOC105665610	506	533	649	665	460	554
LOC105666765	0	0	0	0	0	0
LOC110120109	17	11	18	15	10	20
LOC100651468	639	647	696	451	303	297
LOC100652063	63	53	125	40	16	25
LOC100651940	15	20	8	33	22	19
LOC100651587	1454	1246	918	53	47	85
LOC100651704	733	596	739	565	521	577
LOC100652180	134	131	145	75	44	67
LOC100631059	2780	2645	2546	5634	4187	3217
LOC105665611	4418	4066	5419	2537	1807	1673
LOC100642353	1009	1078	1415	1724	1049	1236
LOC100642473	1288	1293	1419	785	610	562
LOC100642668	2809	2486	2050	923	666	660
LOC100642785	1623	1555	1407	836	527	525
LOC100650424	362	296	453	482	169	205
LOC100650547	3191	2895	4073	3098	1334	2623
LOC100650181	10164	9525	9419	4609	2943	3244
LOC100631054	1038	1062	1375	2023	1483	1404
LOC100646760	78	57	122	220	140	257
LOC100650746	464	512	754	1213	920	1129
LOC100650864	365	276	560	1466	887	1022
LOC100651059	109	115	176	711	562	592
LOC100651181	467	424	502	644	398	674
LOC100651305	201	204	198	122	109	116
LOC100651545	2017	1802	1901	1132	902	921
LOC105666763	79	82	133	177	117	158
LOC100651781	1046	996	1045	571	434	384
LOC100651903	70	65	57	45	32	36
LOC100647005	69	59	77	142	94	107
LOC100652022	270	261	270	414	243	342
LOC100647126	30	18	25	47	27	48
LOC100642472	525	472	648	566	362	345
LOC100647244	1048	1047	974	1637	935	1275
LOC100652300	919	771	1006	482	319	355
LOC100647362	6	7	27	7	3	7
LOC100647483	5550	5189	5045	8267	5340	10369
LOC110120106	3	4	1	1	2	1
LOC100642590	414	355	416	307	211	295
LOC100642711	419	449	569	1137	689	922
LOC100642826	3126	3195	3110	2956	2973	3416
LOC100643022	1797	1690	2420	1469	1179	1311
LOC100643143	344	388	518	2537	1824	2795
LOC100643265	140	173	156	202	150	165
LOC100643509	5720	5084	6499	3767	2054	3080
LOC100643388	510	514	617	522	345	336
LOC100647597	2302	1903	2523	10538	8916	6985
LOC100643917	1376	1270	1126	800	502	626
LOC100643790	59	56	105	499	248	637
LOC100644042	43	60	88	220	153	192
LOC100644155	227	198	170	320	203	420
LOC100644385	406	364	319	195	128	142
LOC100644275	1459	1269	1572	1749	1539	1288
LOC100644506	730	587	648	1017	708	653
LOC100644626	526	464	785	1351	836	1101
LOC100644744	4768	4673	5329	7145	5802	7317
LOC100644985	303	234	263	427	276	1033
LOC100645225	7866	7201	9865	8156	3876	7147
LOC100645104	5686	5646	6262	5410	3701	3665
LOC100645474	453	421	403	239	208	232
LOC100645355	571	597	741	586	397	423
LOC100647711	2116	1985	1604	712	458	561
LOC100647828	2	1	13	13	7	7
LOC100645733	0	3	2	12	10	48
LOC105666767	0	0	0	0	0	0
LOC110120110	3	5	2	0	0	0
LOC100643023	484	314	471	890	682	851
LOC100643144	495	440	463	364	293	333
LOC105666768	62	92	124	192	56	182
LOC100643266	2273	2154	2050	906	520	553
LOC100643389	98	103	130	293	141	253
LOC100643510	140	132	107	104	78	108
LOC100643634	300	274	282	259	249	269
LOC105666769	17	8	9	19	6	12
LOC105666770	2	8	2	0	0	0
LOC100643869	1807	2048	2355	2627	1540	1433
LOC100643993	410	375	383	368	274	363
LOC110120111	8	9	13	5	0	8
LOC105666772	0	0	0	0	0	0
LOC105666774	86	88	79	0	0	2
LOC100644539	1340	1260	714	2	3	3
LOC100644745	344	274	318	107	93	93
LOC100644868	10	4	23	2	2	3
LOC100644986	161	128	141	65	58	114
LOC100645105	1795	1576	2236	1624	1556	1556
LOC105666775	4	6	3	0	0	0
LOC100645226	147	147	156	317	232	322
LOC100645356	213	214	188	115	74	81
LOC105666776	0	0	0	0	1	1
LOC100645475	395	337	390	341	178	261
LOC100645582	597	584	731	620	454	289
LOC100645700	37	59	31	72	43	91
LOC100645817	141	136	108	134	96	157
LOC100645932	536	422	304	146	98	220
LOC100646047	392	458	286	104	67	104
LOC105666777	0	0	2	0	0	0
LOC100646164	150	216	269	94	79	28
LOC100646278	152	144	158	65	80	49
LOC100646396	359	369	442	306	207	223
LOC100646522	26	36	43	42	24	29
LOC100646641	16843	9042	30005	11602	8504	9315
LOC100646761	188	163	151	170	100	123
LOC105666778	47	38	48	40	28	50
LOC100647127	4	7	3	48	38	61
